hz,magnitude
27360,1.59112
27380,9.25325
27400,2.23876
27420,1.16341
27440,1.00061
27460,1.21684
27480,2.60976
27500,5.64478
27520,1.46796
27540,1.0321
27560,1.05393
27580,1.59393
27600,9.37614
27620,2.23239
27640,1.16243
27660,1.00066
27680,1.21805
27700,2.61876
27720,5.60046
27740,1.46572
27760,1.03172
27780,1.05443
27800,1.59675
27820,9.50237
27840,2.22606
27860,1.16145
27880,1.00071
27900,1.21926
27920,2.62782
27940,5.55683
27960,1.46349
27980,1.03135
28000,1.05493
28020,1.59959
28040,9.63206
28060,2.21978
28080,1.16047
28100,1.00077
28120,1.22047
28140,2.63695
28160,5.5139
28180,1.46126
28200,1.03098
28220,1.05544
28240,1.60244
28260,9.76536
28280,2.21353
28300,1.1595
28320,1.00082
28340,1.22169
28360,2.64616
28380,5.47163
28400,1.45905
28420,1.03061
28440,1.05595
28460,1.60531
28480,9.90242
28500,2.20732
28520,1.15853
28540,1.00088
28560,1.22291
28580,2.65543
28600,5.43002
28620,1.45685
28640,1.03025
28660,1.05646
28680,1.60819
28700,10.0434
28720,2.20115
28740,1.15757
28760,1.00094
28780,1.22414
28800,2.66477
28820,5.38905
28840,1.45465
28860,1.02989
28880,1.05697
28900,1.61108
28920,10.1885
28940,2.19502
28960,1.15661
28980,1.00101
29000,1.22538
29020,2.67418
29040,5.3487
29060,1.45247
29080,1.02953
29100,1.05749
29120,1.61399
29140,10.3378
29160,2.18893
29180,1.15565
29200,1.00107
29220,1.22662
29240,2.68367
29260,5.30896
29280,1.45029
29300,1.02917
29320,1.05801
29340,1.61691
29360,10.4916
29380,2.18288
29400,1.1547
29420,1.00114
29440,1.22786
29460,2.69323
29480,5.26982
29500,1.44813
29520,1.02881
29540,1.05853
29560,1.61984
29580,10.6501
29600,2.17686
29620,1.15375
29640,1.00121
29660,1.22911
29680,2.70286
29700,5.23126
29720,1.44597
29740,1.02846
29760,1.05906
29780,1.62279
29800,10.8135
29820,2.17088
29840,1.15281
29860,1.00128
29880,1.23036
29900,2.71257
29920,5.19327
29940,1.44382
29960,1.02811
29980,1.05959
30000,1.62575
30020,10.982
30040,2.16494
30060,1.15187
30080,1.00135
30100,1.23162
30120,2.72235
30140,5.15584
