hz,magnitude
19880,8.4327e-12
19900,3.79274e-12
19920,6.42957e-12
19940,5.21701e-12
19960,2.4607e-12
19980,1.24372e-12
20000,1.78794e-12
20020,2.15979e-11
20040,2.70309e-12
20060,1.26278e-12
20080,6.06611e-12
20100,1.20605e-12
20120,1.01174e-11
20140,3.31627e-12
20160,7.79685e-12
20180,1.25171e-12
20200,2.30172e-12
20220,1.76267e-12
20240,1.19914e-11
20260,3.13343e-12
20280,1.02261e-12
20300,7.45792e-12
20320,1.18338e-12
20340,3.81552e-12
20360,4.58304e-12
20380,1.15473e-12
20400,4.86055e-12
20420,2.17375e-12
20440,4.2074e-12
20460,6.36046e-12
20480,1.17229e-12
20500,7.92436e-12
20520,2.63617e-12
20540,1.34453e-12
20560,7.7992e-12
20580,2.36859e-12
20600,1.76121e-12
20620,3.24741e-12
20640,2.33308e-12
20660,5.89814e-12
20680,3.86259e-12
20700,2.15371e-12
20720,5.34034e-12
20740,6.14279e-13
20760,6.7306e-12
20780,3.64136e-12
20800,1.04644e-11
20820,1.74109e-12
20840,1.81445e-12
20860,6.2805e-12
20880,2.49221e-12
20900,1.20231e-12
20920,3.1945e-12
20940,2.55959e-12
20960,2.1625e-12
20980,1.33955e-12
21000,6.73487e-12
21020,1.67848e-12
21040,2.43951e-13
21060,5.03705e-12
21080,7.12213e-12
21100,5.24345e-12
21120,1.76324e-11
21140,3.56598e-12
21160,4.66717e-12
21180,2.73629e-12
21200,2.55123e-12
21220,4.19778e-12
21240,5.20101e-13
21260,2.13684e-12
21280,1.50386e-12
21300,1.48761e-12
21320,3.01912e-11
21340,6.17139e-12
21360,1.72697e-12
21380,5.56797e-12
21400,3.92876e-12
21420,2.5956e-12
21440,2.68515e-12
21460,1.03951e-11
21480,2.119e-12
21500,5.33535e-12
21520,5.73656e-12
21540,2.9689e-12
21560,1.51478e-12
21580,1.63217e-11
21600,2.27613e-12
21620,2.30588e-12
21640,2.50072e-12
21660,9.73457e-13
21680,7.10195e-12
21700,2.52719e-12
21720,3.65639e-12
21740,2.79209e-12
21760,7.1758e-13
21780,4.13536e-12
21800,2.13499e-12
21820,1.67351e-12
21840,1.53921e-11
21860,3.28521e-12
21880,5.68525e-12
21900,2.53513e-12
21920,3.61352e-12
21940,5.88666e-12
21960,5.37589e-12
21980,9.30415e-12
22000,1.75716e-11
22020,2.3923e-12
22040,3.80814e-12
22060,4.21425e-12
22080,3.14978e-12
22100,2.41392e-12
22120,4.59016e-12
22140,4.93234e-12
22160,2.70796e-12
22180,5.17908e-12
22200,4.78858e-12
22220,7.15226e-12
22240,2.17751e-12
22260,9.55524e-12
22280,3.0926e-12
22300,1.39668e-12
22320,8.39636e-12
22340,2.04006e-12
22360,3.0749e-12
22380,6.51723e-12
22400,1.60155e-12
22420,1.57132e-12
22440,8.58098e-13
22460,3.84484e-12
22480,1.03795e-11
22500,4.26087e-13
22520,2.87636e-12
22540,1.26372e-11
22560,1.64585e-12
22580,2.41218e-12
22600,4.01279e-12
22620,2.12861e-12
22640,4.15298e-12
22660,3.93543e-12
22680,2.08525e-12
22700,2.26958e-11
22720,1.10729e-11
22740,1.709e-12
22760,1.95833e-12
22780,1.04477e-11
22800,7.52594e-13
22820,2.28881e-12
22840,1.22547e-12
22860,3.38246e-12
22880,2.46957e-11
22900,1.14189e-12
22920,2.07749e-12
22940,2.1427e-12
22960,4.29622e-12
22980,2.31936e-12
23000,3.83879e-11
23020,2.9931e-12
23040,3.7646e-13
23060,3.82488e-11
23080,5.05762e-12
23100,3.17812e-12
23120,8.07515e-13
23140,3.66258e-12
23160,2.05174e-12
23180,4.03503e-12
23200,1.20739e-12
23220,5.8693e-12
23240,3.62319e-12
23260,1.96991e-12
23280,2.3062e-12
23300,1.08702e-11
23320,9.60868e-13
23340,3.45009e-12
23360,2.33602e-12
23380,1.19028e-12
23400,1.9488e-12
23420,2.11529e-12
23440,3.75016e-12
23460,1.33203e-12
23480,1.91766e-12
23500,9.30311e-13
23520,5.29423e-12
23540,2.07496e-12
23560,4.36842e-12
23580,9.26543e-12
23600,2.15452e-12
23620,4.0977e-12
23640,4.71992e-12
23660,3.24326e-12
23680,5.36904e-12
23700,2.58033e-12
23720,2.46853e-12
23740,3.65203e-12
23760,2.24704e-11
23780,2.31016e-12
23800,1.0908e-12
23820,1.30621e-12
23840,7.97524e-13
23860,4.4701e-12
23880,6.22281e-12
23900,4.08197e-12
23920,1.88194e-12
23940,2.30854e-12
23960,8.39882e-13
23980,3.19917e-12
24000,4.54689e-12
24020,1.55398e-12
24040,1.16719e-11
24060,7.13129e-13
24080,1.4543e-12
24100,9.28515e-13
24120,3.9338e-12
24140,7.17512e-12
24160,3.72187e-12
24180,4.95006e-12
24200,8.73142e-12
24220,1.02316e-12
24240,5.72305e-11
24260,1.73687e-12
24280,3.68005e-12
24300,2.06997e-12
24320,4.12149e-11
24340,1.83892e-12
24360,2.33058e-11
24380,1.62797e-12
24400,2.49793e-12
24420,5.40409e-12
24440,1.1204e-12
24460,5.08485e-12
24480,4.00096e-12
24500,3.99403e-12
24520,2.99431e-12
24540,1.55508e-12
24560,3.62451e-12
24580,3.15011e-12
24600,5.86258e-12
24620,3.84168e-13
24640,2.31368e-11
24660,6.52225e-12
24680,5.97575e-12
24700,1.11606e-12
24720,5.71055e-12
24740,6.7909e-11
24760,1.26185e-11
24780,2.46656e-12
24800,1.90885e-12
24820,7.28163e-12
24840,4.95675e-12
24860,6.77682e-12
24880,5.16986e-13
24900,2.18609e-12
24920,3.12645e-12
24940,5.14063e-12
24960,1.09653e-11
24980,1.34531e-12
25000,1.50048e-11
25020,4.39569e-12
25040,6.06147e-12
25060,3.55426e-12
25080,2.36867e-12
25100,4.81726e-12
25120,3.25054e-12
25140,1.74156e-12
25160,1.1511e-11
25180,2.24436e-12
25200,1.36807e-11
25220,6.5876e-11
25240,5.12943e-12
25260,9.16179e-12
25280,4.6889e-12
25300,1.466e-12
25320,1.20497e-12
25340,3.87733e-12
25360,2.59372e-12
25380,3.78375e-12
25400,1.10078e-12
25420,4.94273e-12
25440,1.37121e-12
25460,3.29656e-12
25480,1.44761e-12
25500,7.48979e-12
